Ingested app: 'Real DJ Simulator' (row 6338) in  0.2154 seconds
Ingested app: 'UC Browser - Fast Download Private & Secure' (row 420) in  0.1994 seconds
Ingested app: 'Slickdeals: Coupons & Shopping' (row 10753) in  0.2394 seconds
Ingested app: 'BK Travel Solutions' (row 6394) in  0.2034 seconds
Ingested app: 'Pregnant Mom ER Emergency Doctor Hospital Games' (row 9744) in  0.2034 seconds
Ingested app: 'Esporte Interativo - Not\xedcias e Resultados Ao Vivo' (row 9424) in  0.2114 seconds
Ingested app: 'Helper for CS:GO' (row 7840) in  0.0342 seconds
Ingested app: 'Multiling O Keyboard + emoji' (row 4435) in  0.0457 seconds
Ingested app: 'Bo Aung Din' (row 6576) in  0.0457 seconds
Ingested app: 'KMTV 3 News Now' (row 10012) in  0.0418 seconds
Ingested app: 'Loop - Habit Tracker' (row 3498) in  0.0378 seconds
Ingested app: 'Teeny Titans - Teen Titans Go!' (row 7586) in  0.0378 seconds
Ingested app: 'R-EU-READY' (row 9885) in  0.0312 seconds
Ingested app: 'm.ride - your motorcycle app' (row 4376) in  0.0469 seconds
Ingested app: 'Simple Habit Meditation' (row 1443) in  0.0469 seconds
Ingested app: 'Exiled Kingdoms RPG' (row 9533) in  0.0469 seconds
Ingested app: 'Gods Wars Ex : Vampire' (row 10061) in  0.0469 seconds
Ingested app: 'FanDuel: Daily Fantasy Sports' (row 3041) in  0.0469 seconds
Ingested app: 'MI-BP' (row 6605) in  0.0313 seconds
Ingested app: 'Quick PDF Scanner + OCR FREE' (row 229) in  0.0473 seconds
Ingested app: 'Creative Ideas - DIY & Craft' (row 1619) in  0.0513 seconds
Ingested app: 'Install images with music to make video without Net - 2018' (row 46) in  0.0523 seconds
Ingested app: 'GastroHunter.EU' (row 9915) in  0.0523 seconds
Ingested app: 'SONIC Drive-In' (row 1206) in  0.0523 seconds
Ingested app: 'Cluster CF' (row 7275) in  0.0363 seconds
Ingested app: 'Tango - Live Video Broadcast' (row 2592) in  0.0363 seconds
Ingested app: 'EB Remote Deposit' (row 9198) in  0.0313 seconds
Ingested app: 'CM Launcher Default Theme' (row 7549) in  0.0469 seconds
Ingested app: 'SleepCloud Backup for Sleep as Android' (row 5576) in  0.0469 seconds
Ingested app: 'Maps - Navigate & Explore' (row 3223) in  0.0469 seconds
Ingested app: 'Virtual Assistant DataBot: Artificial Intelligence' (row 5182) in  0.0469 seconds
Ingested app: 'Learn Bulgarian Free' (row 6207) in  0.0469 seconds
Ingested app: 'Brick Breaker BR' (row 6700) in  0.0313 seconds
Ingested app: 'Hipmunk Hotels & Flights' (row 3172) in  0.0469 seconds
Ingested app: 'Dating for 50 plus Mature Singles \u2013 FINALLY' (row 515) in  0.0469 seconds
Ingested app: 'Sweet Snap - live filter, Selfie photo edit' (row 2813) in  0.0469 seconds
Ingested app: 'VCalendar - VenkatRama and Co' (row 7634) in  0.0469 seconds
Ingested app: 'CASHIER' (row 1056) in  0.0469 seconds
Ingested app: 'Talkatone: Free Texts, Calls & Phone Number' (row 387) in  0.0469 seconds
Ingested app: 'DX Simulation for Kabuto Henshin Belt 2018' (row 9046) in  0.0469 seconds
Ingested app: 'Do It Later: Tasks & To-Dos' (row 8639) in  0.0469 seconds
Ingested app: 'Dropbox' (row 3473) in  0.0469 seconds
Ingested app: 'Google Ads' (row 4979) in  0.0469 seconds
Ingested app: 'bp Magazine for Bipolar' (row 6620) in  0.0469 seconds
Ingested app: 'PIP Camera - PIP Collage Maker' (row 38) in  0.0313 seconds
Ingested app: 'EY Belgium Inhouse Day 2018' (row 10105) in  0.0469 seconds
Ingested app: 'Bsc Agri Notes' (row 6747) in  0.0469 seconds
Ingested app: 'Gas Prices (Germany only)' (row 56) in  0.0469 seconds
Ingested app: 'Register.ca Mobile' (row 7101) in  0.0469 seconds
Ingested app: 'BL Flowers Digital' (row 6422) in  0.0469 seconds
Ingested app: 'Fat No More - Be the Biggest Loser in the Gym!' (row 6065) in  0.0313 seconds
Ingested app: 'VITEK EH DVR Viewer (Pro)' (row 9364) in  0.0469 seconds
Ingested app: 'AE Solitaire' (row 5008) in  0.0469 seconds
Ingested app: "Fantastic Chefs: Match 'n Cook" (row 4404) in  0.0469 seconds
Ingested app: 'Sic Bo (Tai Xiu) - Multiplayer Casino' (row 6574) in  0.0469 seconds
Ingested app: 'Cops N Robbers - FPS Mini Game' (row 4381) in  0.0469 seconds
Ingested app: 'Treadmill Workouts Free (P)' (row 6253) in  0.0313 seconds
Ingested app: 'Happify' (row 1425) in  0.0469 seconds
Ingested app: 'SavingStar - Grocery Coupons' (row 2709) in  0.0469 seconds
Ingested app: 'realestate.com.au - Buy, Rent & Sell Property' (row 5664) in  0.0469 seconds
Ingested app: 'Wallpapers Truck DAF CF' (row 7259) in  0.0469 seconds
Ingested app: 'X-Plane 10 Flight Simulator' (row 4770) in  0.0469 seconds
Ingested app: 'hellofood - Food Delivery' (row 1196) in  0.0313 seconds
Ingested app: 'Everbridge' (row 10115) in  0.0468 seconds
Ingested app: 'boattheory.ch Full 2018' (row 7347) in  0.0468 seconds
Ingested app: 'Minwa HA ( C.B )' (row 7123) in  0.0468 seconds
Ingested app: 'Insave-Download for Instagram' (row 8531) in  0.0538 seconds
Ingested app: 'AX-PIC Pedidos' (row 5816) in  0.055 seconds
Ingested app: 'Turbo FAST' (row 4261) in  0.0435 seconds
Ingested app: 'Cl-app!' (row 7516) in  0.0474 seconds
Ingested app: 'World at War: WW2 Strategy MMO' (row 5622) in  0.0514 seconds
Ingested app: 'AdventureQuest 3D MMO' (row 5492) in  0.0514 seconds
Ingested app: 'Samsung Notes' (row 3489) in  0.0322 seconds
Ingested app: 'Toca Kitchen 2' (row 3920) in  0.0438 seconds
Ingested app: 'The Visitor: Ep.1 - Kitty Cat Carnage' (row 9718) in  0.0438 seconds
Ingested app: 'J Alvarej Moji' (row 4265) in  0.0399 seconds
Ingested app: 'Blood Pressure Monitor' (row 6594) in  0.0359 seconds
Ingested app: 'Little Magnet BT Pro' (row 6766) in  0.0318 seconds
Ingested app: 'Neighborhoods & Apartments' (row 1642) in  0.047 seconds
Ingested app: 'King of Avalon: Dragon Warfare' (row 5078) in  0.0469 seconds
Ingested app: 'YourTube Video Views BG' (row 6163) in  0.0469 seconds
Ingested app: 'BW Smart' (row 6896) in  0.0469 seconds
Ingested app: 'DC Comics' (row 315) in  0.0469 seconds
Ingested app: 'Bird Sounds & Bird Ringtones for Free 2018' (row 1538) in  0.0469 seconds
Ingested app: 'R Programming Solution' (row 4544) in  0.0469 seconds
Ingested app: 'To' (row 2315) in  0.0312 seconds
Ingested app: 'DG Surveyor' (row 8364) in  0.0468 seconds
Ingested app: 'Can I pack that? - DG App' (row 8380) in  0.0468 seconds
Ingested app: 'FN model 1900 pistol explained' (row 10668) in  0.0468 seconds
Ingested app: 'Simple Neon Blue Future Tech Keyboard Theme' (row 3444) in  0.0468 seconds
Ingested app: 'Dz kayas' (row 9104) in  0.0469 seconds
Ingested app: 'Muscle Premium - Human Anatomy, Kinesiology, Bones' (row 2407) in  0.0313 seconds
Ingested app: 'Tapas \u2013 Comics, Novels, and Stories' (row 318) in  0.0469 seconds
Ingested app: 'Heart Surgery Emergency Doctor' (row 9399) in  0.0469 seconds
Ingested app: 'Traffic signs BD' (row 6047) in  0.0469 seconds
Ingested app: 'Puppy Shooting an AK-47: Platformer Zombie Game' (row 5277) in  0.284 seconds
Ingested app: 'EasyLive - FB Live Helper' (row 10236) in  0.284 seconds
Ingested app: 'CQ ESPM' (row 7731) in  0.2996 seconds
Ingested app: 'British Columbia Tourist Places (Guide)' (row 5988) in  0.3471 seconds
Ingested app: 'To-do list' (row 8662) in  0.3202 seconds
Ingested app: 'Wells Fargo Mobile' (row 1168) in  0.3046 seconds
Ingested app: 'Ohio State Fair 4-H' (row 4209) in  0.0551 seconds
Ingested app: 'Redfin Real Estate' (row 1466) in  0.043 seconds
Ingested app: 'EW Gate' (row 9994) in  0.043 seconds
Ingested app: 'Krazy Coupon Lady' (row 8366) in  0.0386 seconds
Ingested app: 'Block Buddy' (row 2389) in  0.0333 seconds
Ingested app: 'Wallpapers CZ 75 85' (row 8154) in  0.0386 seconds
Ingested app: 'New: CL-150' (row 7524) in  0.0328 seconds
Ingested app: 'Pixel Oreo/P Dark White AMOLED UI - Icon Pack' (row 4487) in  0.0484 seconds
Ingested app: 'Bomb and Nade Timer for CS:GO' (row 7852) in  0.0484 seconds
Ingested app: 'CI Stream' (row 7394) in  0.0484 seconds
Ingested app: 'Horses Live Wallpaper' (row 3431) in  0.0484 seconds
Ingested app: 'TN EC Online New' (row 9224) in  0.0484 seconds
Ingested app: 'Weather by WeatherBug: Forecast, Radar & Alerts' (row 3630) in  0.0468 seconds
Ingested app: 'Gogo Vision (Biz Av)' (row 5711) in  0.0471 seconds
Ingested app: 'Pushbullet - SMS on PC' (row 3501) in  0.0512 seconds
Ingested app: 'Deck Simulator for CR' (row 7779) in  0.0552 seconds
Ingested app: 'BQ-\u1218\u133d\u1210\u134d \u1245\u12f1\u1233\u12ca \u1325\u12eb\u1244\u12ce\u127d' (row 6629) in  0.0552 seconds
Ingested app: 'CL Pro App for Craigslist' (row 7500) in  0.0591 seconds
Ingested app: 'EF Smart English' (row 9275) in  0.056 seconds
Ingested app: 'Daily K-Talk' (row 4318) in  0.0441 seconds
Ingested app: 'Classic Words Solo' (row 9636) in  0.04 seconds
Ingested app: 'Time Recording - Timesheet App' (row 3559) in  0.044 seconds
Ingested app: 'Fossil Q' (row 4493) in  0.044 seconds
Ingested app: 'Wi-Fi Networks' (row 10466) in  0.048 seconds
Ingested app: 'Pou' (row 1885) in  0.044 seconds
Ingested app: 'CV Creator' (row 7973) in  0.0441 seconds
Ingested app: 'Telemundo Deportes - En Vivo' (row 9618) in  0.044 seconds
Ingested app: 'Wi-Fi Visualizer' (row 10475) in  0.044 seconds
Ingested app: 'The real aquarium - HD' (row 3410) in  0.044 seconds
Ingested app: 'CURSUM B' (row 3985) in  0.044 seconds
Ingested app: 'Escape the Prison Room' (row 8310) in  0.0494 seconds
Ingested app: 'A & B Taxi' (row 3983) in  0.0454 seconds
Ingested app: 'DW Security' (row 9002) in  0.0454 seconds
Ingested app: 'eBay Kleinanzeigen for Germany' (row 9191) in  0.0533 seconds
Ingested app: 'Toon Blast' (row 1752) in  0.0508 seconds
Ingested app: 'Nextdoor - Local neighborhood news & classifieds' (row 2628) in  0.0468 seconds
Ingested app: 'Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application' (row 721) in  0.0495 seconds
Ingested app: 'CJ - BR MEMES' (row 6705) in  0.0494 seconds
Ingested app: 'AI Image Recognizer (beta)' (row 5218) in  0.0415 seconds
Ingested app: 'FX LITE BO' (row 6556) in  0.0455 seconds
Ingested app: 'CD View Lite' (row 7166) in  0.0481 seconds
Ingested app: 'Facetune - For Free' (row 2950) in  0.0441 seconds
Ingested app: 'Ghostery Privacy Browser' (row 421) in  0.0479 seconds
Ingested app: 'PulsePoint Respond' (row 2324) in  0.044 seconds
Ingested app: 'ODTMobile v4' (row 8720) in  0.0441 seconds
Ingested app: 'App Lock: Locker w/ fingerprint, Parental Control' (row 4732) in  0.044 seconds
Ingested app: 'Pastry & Cooking (Without Net)' (row 1184) in  0.044 seconds
Ingested app: 'JW Caleb y Sofia' (row 4794) in  0.044 seconds
Ingested app: 'Simple - Better Banking' (row 1155) in  0.0453 seconds
Ingested app: 'AK Phone' (row 5304) in  0.0412 seconds
Ingested app: 'CG Wallpapers' (row 7298) in  0.0452 seconds
Ingested app: 'EF English Live Business' (row 9272) in  0.0452 seconds
Ingested app: 'A-Z Punjabi Songs & Music Videos 2018' (row 5904) in  0.0412 seconds
Ingested app: 'Fu*** Weather (Funny Weather)' (row 7491) in  0.0452 seconds
Ingested app: 'SPEED L' (row 4342) in  0.0494 seconds
Ingested app: 'Mafia City' (row 1819) in  0.0455 seconds
Ingested app: 'BD CRICKET LIVE' (row 6025) in  0.0415 seconds
Ingested app: '10 Best Foods for You' (row 1407) in  0.0455 seconds
Ingested app: 'Duolingo: Learn Languages Free' (row 784) in  0.0455 seconds
Ingested app: 'F-O-Meter' (row 10701) in  0.0455 seconds
Ingested app: 'Pedi STAT' (row 2245) in  0.0464 seconds
Ingested app: 'Duolingo: Learn Languages Free' (row 2216) in  0.0457 seconds
Ingested app: 'AP Mobile 104' (row 5457) in  0.0447 seconds
Ingested app: 'Motorola FM Radio' (row 3670) in  0.0507 seconds
Ingested app: 'Gmail' (row 340) in  0.0469 seconds
Ingested app: 'Do Not Disturb' (row 8649) in  0.043 seconds
Ingested app: 'Learn to Speak English' (row 805) in  0.0462 seconds
Ingested app: 'My Diet Coach - Weight Loss Motivation & Tracker' (row 1382) in  0.0413 seconds
Ingested app: 'BQ Camera' (row 6627) in  0.0473 seconds
Ingested app: 'What is my IP address' (row 8167) in  0.0423 seconds
Ingested app: 'ReadEra \u2013 free ebook reader' (row 161) in  0.0441 seconds
Ingested app: 'AE Basketball' (row 4998) in  0.0461 seconds
Ingested app: 'Timehop' (row 2619) in  0.0491 seconds
Ingested app: 'PDF Viewer & Book Reader' (row 5591) in  0.045 seconds
Ingested app: 'Hotel Insanity' (row 8974) in  0.0491 seconds
Ingested app: 'PAC-MAN' (row 1673) in  0.0451 seconds
Ingested app: 'Block Puzzle' (row 1719) in  0.0495 seconds
Ingested app: 'BAR-B-Q Recipes' (row 6665) in  0.0493 seconds
Ingested app: 'News-Journal-Daytona Beach, FL' (row 10607) in  0.0464 seconds
Ingested app: 'Food Calorie Calculator' (row 1420) in  0.0463 seconds
Ingested app: 'AY Oakmont' (row 5845) in  0.0502 seconds
Ingested app: 'Coupe Adh\xe9mar EY 2017' (row 10108) in  0.0462 seconds
Ingested app: 'Box' (row 265) in  0.0459 seconds
Ingested app: 'Township' (row 6578) in  0.0486 seconds
Ingested app: 'Fast News' (row 3768) in  0.049 seconds
Ingested app: 'Simple Recipes' (row 1192) in  0.049 seconds
Ingested app: 'Skype for Business for Android' (row 264) in  0.0449 seconds
Ingested app: 'FD VR Store -VR Games and Apps' (row 10292) in  0.053 seconds
Ingested app: 'MegaNDS (NDS Emulator)' (row 8808) in  0.045 seconds
Ingested app: 'DB Manager' (row 8218) in  0.0463 seconds
Ingested app: 'CT Scan Cross Sectional Anatomy' (row 2463) in  0.048 seconds
Ingested app: "Wowkwis aq Ka'qaquj" (row 5509) in  0.048 seconds
Ingested app: 'YAKALA AY' (row 5846) in  0.044 seconds
Ingested app: 'Theme for Android 7.0' (row 6657) in  0.048 seconds
Ingested app: 'Draw N Guess Multiplayer' (row 4407) in  0.2333 seconds
Ingested app: 'FK Mladost Lucani' (row 10542) in  0.2394 seconds
Ingested app: 'RadRevision: Anatomy on CT' (row 7855) in  0.2818 seconds
Ingested app: 'Sanu Ek Pal Chain - Raid' (row 9515) in  0.2399 seconds
Ingested app: "Hacker's Keyboard" (row 3494) in  0.2788 seconds
Ingested app: 'CA Technologies' (row 7087) in  0.2449 seconds
Ingested app: 'Cool Reader' (row 144) in  0.0419 seconds
Ingested app: 'HTC Sense Input - BG' (row 6137) in  0.0434 seconds
Ingested app: "Dr. Cares - Amy's Pet Clinic \U0001f408 \U0001f415" (row 8786) in  0.0444 seconds
Ingested app: 'MEGA MAN MOBILE' (row 6440) in  0.0424 seconds
Ingested app: 'C J Academy' (row 7440) in  0.0444 seconds
Ingested app: 'Be the Manager 2018 - Football Strategy' (row 6060) in  0.0454 seconds
Ingested app: 'CSHS BX' (row 6959) in  0.0463 seconds
Ingested app: 'Narcos: Cartel Wars' (row 9576) in  0.0583 seconds
Ingested app: 'Flim Af Somali Hindi Fanproj' (row 5043) in  0.0543 seconds
Ingested app: 'EB Demo for Android' (row 9190) in  0.0583 seconds
Ingested app: 'L!FE Premium Training' (row 10337) in  0.0583 seconds
Ingested app: 'Opera Mini - fast web browser' (row 417) in  0.0703 seconds
Ingested app: 'Wondershare PowerCam' (row 2866) in  0.0472 seconds
Ingested app: 'Photo Background Changer 2018 - Blur Background' (row 6195) in  0.0487 seconds
Ingested app: 'R Programming Language (Paperset 2) MCQ Quiz' (row 4551) in  0.0477 seconds
Ingested app: 'Find Real Love \u2014 YouLove Premium Dating' (row 502) in  0.0519 seconds
Ingested app: 'Rider' (row 1913) in  0.0439 seconds
Ingested app: 'Virtual DJ Mixer' (row 8466) in  0.0519 seconds
Ingested app: 'Hopeless Land: Fight for Survival' (row 5423) in  0.0427 seconds
Ingested app: 'Az Content' (row 5887) in  0.0453 seconds
Ingested app: 'Lark - 24/7 Health Coach' (row 1399) in  0.0441 seconds
Ingested app: 'POGO Games' (row 9157) in  0.044 seconds
Ingested app: 'MadLipz' (row 8182) in  0.044 seconds
Ingested app: 'Anno: Build an Empire' (row 5379) in  0.052 seconds
Ingested app: 'Camera Pro' (row 5065) in  0.0465 seconds
Ingested app: 'Counter Terrorist Attack' (row 5293) in  0.0463 seconds
Ingested app: 'Hungry Girl Diet Bk. Companion' (row 6379) in  0.0424 seconds
Ingested app: 'trip.bg' (row 6175) in  0.0464 seconds
Ingested app: 'Wuwu & Co.' (row 7629) in  0.0425 seconds
Ingested app: 'ez Share Android app' (row 10133) in  0.0464 seconds
Ingested app: 'DV 2018 Winners Guide' (row 8960) in  0.0441 seconds
Ingested app: '1LINE \u2013 One Line with One Touch' (row 1997) in  0.0442 seconds
Ingested app: "Oddworld: New 'n' Tasty" (row 4419) in  0.0401 seconds
Ingested app: 'BW Switch' (row 6932) in  0.0441 seconds
Ingested app: 'CF Talenti' (row 7264) in  0.0441 seconds
Ingested app: 'BR Video Player' (row 6681) in  0.0441 seconds
Ingested app: 'Jingdong - pick good things, go to Jingdong' (row 2702) in  0.0441 seconds
Ingested app: 'Pro 2018 - Series A and B' (row 2971) in  0.048 seconds
Ingested app: 'Insightly CRM' (row 242) in  0.044 seconds
Ingested app: 'Calorie Counter & Diet Tracker' (row 1417) in  0.044 seconds
Ingested app: 'Bluetooth Auto Connect' (row 6782) in  0.0441 seconds
Ingested app: 'Zenith Bank Mobile App' (row 1078) in  0.044 seconds
Ingested app: 'E W Bookkeeping & Accountancy' (row 9995) in  0.044 seconds
Ingested app: 'CP Ready' (row 7699) in  0.044 seconds
Ingested app: 'King Burger Dash' (row 6386) in  0.044 seconds
Ingested app: 'Airway Ex - Intubate. Anesthetize. Train.' (row 2519) in  0.048 seconds
Ingested app: 'HD Widgets' (row 3405) in  0.0439 seconds
Ingested app: 'IHSS Help' (row 2491) in  0.044 seconds
Ingested app: 'Shutterfly: Free Prints, Photo Books, Cards, Gifts' (row 2802) in  0.0416 seconds
Ingested app: 'Manga-FR - Anime Vostfr' (row 10828) in  0.0455 seconds
Ingested app: 'Sandbox Art-Sandbox Color by Number Coloring Pages' (row 6994) in  0.0415 seconds
Ingested app: 'vide-greniers.org' (row 1027) in  0.0455 seconds
Ingested app: 'HDFC Bank MobileBanking' (row 1174) in  0.0456 seconds
Ingested app: 'DM Transfers Dalaman Transfers' (row 8562) in  0.0456 seconds
Ingested app: 'InstaSize Photo Filters & Collage Editor' (row 2941) in  0.0458 seconds
Ingested app: 'Camera FV-5' (row 2913) in  0.0498 seconds
Ingested app: 'Aster DM Healthcare' (row 8569) in  0.0418 seconds
Ingested app: 'Tiny Scanner - PDF Scanner App' (row 231) in  0.0457 seconds
Ingested app: 'Papumba Academy - Fun Learning For Kids' (row 2184) in  0.0457 seconds
Ingested app: 'CX-40' (row 8059) in  0.0418 seconds
Ingested app: 'EC Fairgrounds' (row 9254) in  0.044 seconds
Ingested app: 'DU Launcher - Boost Your Phone' (row 8899) in  0.0463 seconds
Ingested app: 'Agent HQ for The Division' (row 9124) in  0.0454 seconds
Ingested app: 'Bono\u2019s Pit Bar-B-Q' (row 6640) in  0.0484 seconds
Ingested app: 'Maps, GPS Navigation & Directions, Street View' (row 9573) in  0.0463 seconds
Ingested app: 'Ham Radio Prefixes' (row 7762) in  0.0464 seconds
Ingested app: 'T Uploader' (row 4596) in  0.0414 seconds
Ingested app: 'Bleacher Report: sports news, scores, & highlights' (row 6673) in  0.0433 seconds
Ingested app: 'Sniper 3D Gun Shooter: Free Shooting Games - FPS' (row 1756) in  0.0434 seconds
Ingested app: 'Dog Run - Pet Dog Simulator' (row 2013) in  0.0403 seconds
Ingested app: 'My Talking Angela' (row 1710) in  0.0423 seconds
Ingested app: 'B R COACHINGS' (row 6710) in  0.0442 seconds
Ingested app: 'Free Dating Hook Up Messenger' (row 501) in  0.0412 seconds
